edge_id,src_node,dst_node,num_lanes,length_m,speed_limit_mps
0,309330024,253297204,5,320.8,29.0576
1,4353687911,4353687912,1,9.9,11.176
2,4353687911,4353689485,2,408.6,13.4112
3,4353687912,4353687911,1,9.9,11.176
4,4353687912,65314953,2,304.1,13.4112
5,386924997,4906347242,2,34.4,13.4112
6,386924997,386925477,2,88.7,13.4112
7,386924997,1700584688,1,437.9,22.352
8,1760559652,665690523,3,376.9,29.0576
9,258998915,65670297,1,621.3,22.352
10,258998915,258999024,3,681.6,29.0576
11,258999024,65399706,2,506.9,22.352
12,258999024,1760559652,3,565.7,29.0576
13,258999067,1080024953,1,44.3,13.4112
14,258999067,313093778,1,12.9,13.4112
15,258999067,1760559768,3,26.6,13.4112
16,386925477,65402815,2,121.7,13.4112
17,386925477,386924997,2,88.7,13.4112
18,386925477,1700584707,1,476.0,22.352
19,275776613,370473665,1,47.5,13.4112
20,275776613,275782462,2,42.4,11.176
21,275776613,53117382,2,131.1,11.176
22,4447012098,4382597056,3,17.4,15.6464
23,4447012098,3110365113,3,411.9,15.6464
24,275776856,370473679,1,49.2,13.4112
25,275776856,2820169753,2,169.4,11.176
26,275776856,53090185,2,60.0,11.176
27,4180674087,65424257,2,38.2,17.8816
28,4180674087,65424250,2,527.2,17.8816
29,4887414370,282813359,3,394.8,15.6464
30,4887414373,4887414381,1,72.1,20.1168
31,4887414373,282813291,4,39.8,15.6464
32,4887414381,665538270,4,608.0,20.1168
33,4353689485,3921509240,1,9.7,11.176
34,4353689485,4353692273,2,188.7,13.4112
35,5896144842,53034922,3,7.2,11.176
36,5896144842,52978700,2,488.4,8.9408
37,5896144843,5896144842,2,20.2,8.9408
38,5896144843,5321280796,2,103.8,8.9408
39,5896144843,53034926,4,147.3,11.176
40,275777736,56063320,3,13.1,11.176
41,275777736,95323746,3,137.8,13.4112
42,275777737,275777736,3,11.5,13.4112
43,275777737,240469594,3,431.2,11.176
44,905972023,905968140,3,41.5,8.9408
45,905972023,65497888,1,893.8,8.9408
46,309332588,26029630,3,16.9,17.8816
47,309332588,287231485,3,89.0,11.176
48,4180675195,65452480,1,186.1,11.176
49,4180675195,4180674087,1,71.4,13.4112
50,4180675195,65424257,1,50.7,11.176
51,2701134475,2701101990,1,366.7,8.9408
52,2701134475,2701101990,1,157.2,8.9408
53,2701134475,65506180,1,146.3,8.9408
54,259001133,259001278,1,19.6,22.352
55,259001133,248212008,2,821.0,22.352
56,259001278,1101343695,3,12.0,13.4112
57,259001354,311730001,2,495.4,22.352
58,259001354,309052216,3,907.7,29.0576
59,655363147,65528532,1,97.5,8.9408
60,655363148,252005218,1,535.7,8.9408
61,655363148,1119583442,1,612.4,8.9408
62,655363148,65624502,1,261.0,8.9408
63,259001466,248212014,1,1027.5,22.352
64,259001466,259001354,3,183.6,29.0576
65,259001484,257806071,4,654.6,29.0576
66,1806699751,53113786,1,13.9,8.9408
67,1806699751,441223323,3,486.0,17.8816
68,1806699751,53062505,1,397.1,8.9408
69,1806699759,1576445790,1,15.6,13.4112
70,1806699759,53080413,1,28.0,13.4112
71,1806699759,1806699751,3,562.8,17.8816
72,1806699762,1806699759,3,47.2,17.8816
73,1806699762,53080413,1,53.9,13.4112
74,1806699765,53036271,1,16.7,8.9408
75,1806699765,1806699762,3,550.5,17.8816
76,1806699766,5896300284,3,240.9,13.4112
77,1806699766,846478195,3,56.0,13.4112
78,461376765,293845792,2,397.2,22.352
79,575671703,401388754,3,10.6,13.4112
80,575671703,575671713,2,782.3,11.176
81,575671713,53028454,1,11.7,8.9408
82,575671713,575671795,3,1081.8,11.176
83,575671713,53034906,1,1241.3,8.9408
84,575671727,53033706,1,13.2,11.176
85,575671727,52980226,2,166.4,11.176
86,575671727,4588826512,3,174.1,11.176
87,575671769,53028424,1,17.3,8.9408
88,575671769,5285295106,1,65.0,8.9408
89,575671769,718372425,3,264.3,11.176
90,575671795,53028438,1,11.6,8.9408
91,575671795,575671796,3,58.5,11.176
92,575671795,2459972364,1,64.3,8.9408
93,575671796,354102005,3,636.0,11.176
94,4162850297,1708658985,1,323.0,8.9408
95,4162850297,65464229,2,129.8,8.9408
96,575671816,354102005,1,11.1,8.9408
97,575671816,53028428,3,38.6,11.176
98,275779238,53090184,3,57.8,11.176
99,275779238,2820169753,1,435.4,11.176
100,1202720464,65439799,1,586.4,8.9408
101,1202720464,689945760,2,170.7,8.9408
102,905973480,905968140,1,17.4,8.9408
103,905973480,905941165,3,262.6,11.176
104,5484056508,5484056509,2,21.8,8.9408
105,5484056508,53089922,3,503.9,20.1168
106,5484056509,1705709180,3,10.9,20.1168
107,5484056509,53020742,2,199.6,8.9408
108,256905264,449081366,4,52.4,15.6464
109,275779890,275779238,3,39.0,11.176
110,275779890,53090184,3,22.7,11.176
111,1374687567,65460270,2,21.7,8.9408
112,1374687567,2497999641,1,32.3,20.1168
113,1374687571,65460269,2,35.9,8.9408
114,4704965058,1103393558,2,41.8,15.6464
115,4704965058,2640973131,1,63.3,11.176
116,4353692273,4353692274,1,10.1,11.176
117,4353692273,436978770,2,174.3,13.4112
118,4353692274,4353692273,1,10.1,11.176
119,4353692274,3921509240,2,188.9,13.4112
120,1968181924,53126442,2,352.8,11.176
121,1968181924,53117335,2,466.4,11.176
122,1968181924,53099580,1,626.9,11.176
123,3958379212,3958379213,1,10.1,8.9408
124,3958379212,53087004,1,2635.4,8.9408
125,3958379213,1683572015,1,62.1,8.9408
126,3958379213,1683571984,1,43.3,22.352
127,3958379213,3958379212,1,10.1,8.9408
128,275780457,275782462,3,599.6,11.176
129,275780457,275779890,3,23.5,11.176
130,3369079743,258972910,5,16.3,17.8816
131,3369079743,610194249,3,190.9,15.6464
132,461378553,461378567,2,207.3,22.352
133,461378553,293847696,1,79.4,8.9408
134,461378567,461376765,1,289.2,22.352
135,461378567,182405023,1,325.0,22.352
136,432018469,65425032,1,16.2,13.4112
137,432018469,206351337,3,44.9,15.6464
138,685773938,685765520,1,239.4,8.9408
139,685773938,685775412,3,88.8,29.0576
140,448795781,65426734,2,95.3,13.4112
141,448795781,3142640230,1,356.0,13.4112
142,448795781,65550685,1,923.2,11.176
143,461378996,461378553,3,35.1,8.9408
144,1853887940,91069540,1,198.3,8.9408
145,1313871347,53087366,3,164.4,13.4112
146,1313871431,1313871347,1,55.6,11.176
147,1313871431,53087371,1,63.6,11.176
148,1313871431,53073084,1,687.5,11.176
149,5835331655,65413979,2,842.7,22.352
150,5835331659,65493823,3,27.1,22.352
151,5835331659,5835331655,1,47.1,11.176
152,5835331660,1081488445,3,99.0,13.4112
153,120592887,65411367,1,255.1,22.352
154,120592887,65397432,1,200.9,22.352
155,685775412,241855089,2,292.7,22.352
156,685775412,241855401,4,790.3,20.1168
157,120592954,1392020693,1,175.4,22.352
158,4592769749,52981622,1,890.4,8.9408
159,275782462,53090185,2,22.9,11.176
160,275782462,275776613,2,42.4,11.176
161,275782462,370473665,3,55.6,11.176
162,275782481,53117382,2,346.8,11.176
163,275782481,275782495,3,29.6,11.176
164,275782491,53090190,1,17.1,11.176
165,275782491,275777737,3,172.4,11.176
166,275782491,240469532,1,550.0,11.176
167,275782495,275782491,3,257.2,11.176
168,309337101,189722632,2,18.1,15.6464
169,309337101,2011445961,2,48.2,15.6464
170,309337101,2011445962,3,51.0,17.8816
171,1067457597,206696652,3,2211.9,29.0576
172,5243936038,110360299,1,346.9,8.9408
173,5243936038,2344118274,1,258.7,8.9408
174,5243936038,4599200298,1,72.7,8.9408
175,65443097,65436918,1,244.3,8.9408
176,4168097846,1082448766,3,313.8,11.176
177,4168097846,4168097848,1,14.0,11.176
178,4168097848,3711234038,3,463.6,11.176
179,4168097848,4168097846,1,14.0,11.176
180,189800541,33278499,2,184.8,20.1168
181,189800541,65402297,1,27.2,22.352
182,189800555,189800541,1,12.0,22.352
183,189800555,344752198,3,121.9,20.1168
184,189800566,32331543,2,20.7,17.8816
185,189800566,65570194,3,493.9,20.1168
186,189800566,272199768,1,205.5,13.4112
187,5371863257,419908545,3,123.4,13.4112
188,5371863257,3969049517,1,164.9,13.4112
189,1080041704,1080041709,2,13.2,20.1168
190,1080041704,53129827,2,743.6,15.6464
191,1080041709,1080041744,2,13.6,15.6464
192,1080041725,1080041704,2,14.0,15.6464
193,1080041725,1080041818,2,185.0,20.1168
194,1080041744,1080041725,2,12.6,20.1168
195,1080041744,523176129,2,242.4,15.6464
196,1080041765,1588863855,2,16.2,20.1168
197,1080041765,52982210,3,217.7,13.4112
198,1080041771,1080041833,1,14.0,8.9408
199,1080041771,53129827,1,623.0,8.9408
200,1080041771,1080041775,2,253.2,20.1168
201,1080041775,2954359830,2,14.7,8.9408
202,1080041775,1080041974,2,669.9,20.1168
203,744497451,65510617,2,1855.4,20.1168
204,1080041781,1080041818,2,13.6,8.9408
205,1080041781,1080041704,2,176.2,20.1168
206,744497458,3707648867,1,36.5,20.1168
207,744497458,3707648871,1,22.2,20.1168
208,1080041818,1080041976,2,9.0,20.1168
209,1080041818,1080041976,2,708.9,8.9408
210,1080041828,1080041775,2,14.8,8.9408
211,1080041828,1080041833,2,247.5,20.1168
212,1080041833,1080041771,1,14.0,8.9408
213,1080041833,4177071603,2,303.3,20.1168
214,1080041844,1080041765,3,13.1,13.4112
215,1080041844,53066816,2,545.9,20.1168
216,1080041974,1080041781,2,8.8,20.1168
217,1080041976,1080041974,2,13.7,8.9408
218,1080041976,2954359830,2,673.2,20.1168
219,552608906,1390562678,2,122.3,11.176
220,1080042657,3701634865,1,14.1,11.176
221,1080042657,4177071604,2,350.7,20.1168
222,4178584798,611620420,3,41.3,15.6464
223,4178584798,4236261432,1,63.7,11.176
224,809510134,65348681,1,375.3,22.352
225,809510134,5008688140,1,99.0,15.6464
226,809510134,65348558,1,86.5,15.6464
227,809510135,65388938,2,14.9,8.9408
228,809510135,809510163,2,145.5,11.176
229,809510135,65492504,2,2127.2,13.4112
230,809510163,65388938,2,149.2,11.176
231,809510163,65388934,2,104.5,15.6464
232,1067460085,199714977,1,453.7,22.352
233,1067460085,26029664,3,400.7,29.0576
234,1080043114,4177071619,1,16.5,11.176
235,1080043114,53066816,1,153.5,11.176
236,3190827102,65571447,1,11.6,13.4112
237,3190827102,65421188,1,372.0,13.4112
238,3190827102,65628982,2,620.1,20.1168
239,1112549605,911859763,2,316.4,13.4112
240,1112549610,1112549605,2,55.8,11.176
241,1112549612,65348736,2,11.5,15.6464
242,1112549612,339426182,2,40.8,15.6464
243,1112549615,65367452,2,56.3,11.176
244,1112549615,252944390,1,532.8,22.352
245,486549745,53096843,1,1359.5,11.176
246,486549745,5373127744,2,340.0,17.8816
247,486549745,720629641,2,249.3,17.8816
248,448801431,26031465,3,19.4,15.6464
249,448801431,726963272,3,36.6,15.6464
250,448801432,726963272,1,61.2,13.4112
251,448801432,448801431,3,51.3,15.6464
252,3190827672,292466026,2,12.7,11.176
253,3190827672,3190827102,2,1893.7,20.1168
254,3190827674,3190827672,2,15.0,20.1168
255,3190827674,2219949278,2,351.3,11.176
256,3190827702,65591806,1,31.6,20.1168
257,3190827702,65546031,1,594.6,20.1168
258,3190827705,65591806,1,42.5,15.6464
259,3190827705,65600471,1,269.1,15.6464
260,3190827705,3190827702,1,57.2,11.176
261,3190827732,2057319498,4,48.0,17.8816
262,2202020936,522008607,1,537.0,8.9408
263,263019122,263019120,1,146.6,8.9408
264,254816127,256538384,1,991.3,22.352
265,254816127,281880627,1,2751.1,24.5872
266,254816127,281880627,1,2853.3,8.9408
267,451948851,65415461,1,18.3,11.176
268,451948851,65477543,1,248.3,11.176
269,451948851,65415464,2,302.1,20.1168
270,451948854,65415445,1,18.2,8.9408
271,451948854,5852347921,2,45.5,17.8816
272,451948854,5852347926,1,24.8,8.9408
273,3951046980,3951046981,1,72.3,13.4112
274,3951046981,3951046980,1,72.3,13.4112
275,3951046981,5075881658,2,183.3,13.4112
276,448803345,448805198,1,11.1,11.176
277,448803345,292445477,2,643.6,11.176
278,3908055715,65520943,1,16574.5,11.176
279,2459972364,53034890,1,1583.4,8.9408
280,2459972364,575671795,1,64.3,8.9408
281,2459972364,575671796,1,102.7,11.176
282,2459972373,53074412,1,12.6,8.9408
283,2459972373,53020824,3,116.9,11.176
284,2459972376,2459972373,3,157.8,11.176
285,2459972382,311685523,3,16.2,13.4112
286,2459972382,2459972376,3,178.2,11.176
287,2459972383,2459972382,3,16.7,11.176
288,2459972383,53136901,3,219.8,13.4112
289,2459972384,2459972383,3,112.2,11.176
290,3968873351,2631856232,4,153.4,11.176
291,2057319481,2057319509,3,46.6,17.8816
292,2057319481,4170289415,3,78.9,13.4112
293,2057319498,65531395,1,16.1,8.9408
294,2057319498,65512384,2,113.5,17.8816
295,2057319499,65550909,1,17.4,11.176
296,2057319499,5225640573,2,992.7,16.54048
297,2057319509,65424368,1,15.7,8.9408
298,2057319509,5049986969,2,35.1,17.8816
299,2057319509,4170289415,1,52.5,8.9408
300,69219487,65400964,1,536.4,22.352
301,69219487,26507090,4,577.8,29.0576
302,69219537,69219487,5,393.9,29.0576
303,744502830,706921308,1,106.1,20.1168
304,744502830,65439020,2,62.1,22.352
305,276837953,152311607,1,30.8,13.4112
306,276837953,276838006,3,67.9,17.8816
307,311440989,65632583,2,395.2,15.6464
308,276838006,276838025,3,161.9,17.8816
309,276838025,152311603,1,100.6,13.4112
310,276838025,279895969,4,232.7,17.8816
311,204486285,204815740,1,374.7,22.352
312,204486285,204816201,1,219.6,22.352
313,311441260,3557416939,4,23.6,15.6464
314,311441260,311441413,1,73.8,22.352
315,276838310,26028708,2,124.8,15.6464
316,276838310,1068121510,2,36.7,15.6464
317,311441413,33783802,2,419.2,22.352
318,276838433,65595779,1,13.8,8.9408
319,276838433,65595777,1,16.6,8.9408
320,276838433,281615635,2,162.2,15.6464
321,276838434,65438648,1,12.9,8.9408
322,276838434,65512225,1,19.4,8.9408
323,276838434,276838433,2,201.7,15.6464
324,276838435,272287964,1,29.0,20.1168
325,276838435,272288066,2,33.9,15.6464
326,276838454,344593930,2,332.3,20.1168
327,4236261432,53144459,3,1253.1,20.1168
328,276838456,272288066,2,44.5,20.1168
329,276838456,2498006327,2,109.3,15.6464
330,4169922609,65584359,2,63.5,8.9408
331,4169922609,4169922612,1,21.8,8.9408
332,4169922613,4169922612,2,48.3,8.9408
333,4169922613,65584359,1,12.1,8.9408
334,2860529993,32875800,1,230.7,20.1168
335,448805198,448803345,1,11.1,11.176
336,448805198,65484382,2,124.6,11.176
337,2860529998,2860529993,1,99.8,20.1168
338,2860529998,65387885,5,46.1,15.6464
339,311441759,65548078,2,417.1,22.352
340,243284443,53064190,2,658.6,24.5872
341,276838932,65553748,1,567.0,8.9408
342,276838932,538164039,2,361.5,17.8816
343,276838943,65580573,1,229.0,8.9408
344,276838943,258972732,1,236.9,13.4112
345,276838943,65505324,1,339.1,13.4112
346,311442068,312647369,2,54.9,22.352
347,311442068,312649431,1,57.1,22.352
348,1853897723,2691863323,1,104.2,11.176
349,1853897723,306095061,2,2122.6,29.0576
350,3958389810,90752965,2,102.1,11.176
351,728775817,1404116307,2,372.1,22.352
352,1935687145,1298973519,2,332.9,22.352
353,1935687145,65495047,1,504.4,11.176
354,1935687145,3632366848,2,159.8,11.176
355,1935687161,65388052,4,401.7,29.0576
356,1656765987,311779353,1,59.3,13.4112
357,1656765987,1656766049,1,34.5,13.4112
358,2322611774,4911065157,1,16.0,13.4112
359,2322611774,297167867,4,553.2,13.4112
360,1656766049,311779353,2,39.8,13.4112
361,1656766049,340160946,1,11.5,13.4112
362,1696612039,65402815,1,41.0,22.352
363,1696612039,2844180659,1,64.0,22.352
364,243285770,243284443,1,534.8,24.5872
365,4694491044,53026820,2,563.7,15.6464
366,4694491056,725437230,2,44.1,20.1168
367,4694491056,4694491044,1,59.7,8.9408
368,4694491060,1017604192,2,1024.5,20.1168
369,4694491061,53054258,1,117.5,8.9408
370,4694491061,611620423,1,28.4,8.9408
371,4694491061,4694491060,1,42.6,8.9408
372,311443383,246438004,2,253.0,22.352
373,311443383,1298973519,3,656.5,29.0576
374,2620375139,262256298,1,86.6,13.4112
375,2620375139,65430928,3,122.4,15.6464
376,256917697,65389652,1,133.7,22.352
377,256917697,447913681,2,83.1,15.6464
378,4750066037,4750066041,3,106.4,11.176
379,4750066037,65393966,1,1121.6,11.176
380,4750066040,65445055,1,315.4,8.9408
381,4750066040,338171727,3,144.1,11.176
382,4750066041,4750066040,3,108.4,11.176
383,4750066041,65488329,1,127.5,11.176
384,2367701414,2597771559,1,33.3,13.4112
385,220217924,65426561,1,20.8,8.9408
386,220217924,704784837,1,251.3,8.9408
387,220217924,255655915,5,384.7,17.8816
388,860897912,668462031,4,114.4,20.1168
389,220218003,65383026,2,25.3,22.352
390,220218003,1106363279,4,270.4,17.8816
391,220218075,220221941,4,969.6,29.0576
392,220218084,255655749,4,924.3,29.0576
393,220218084,255655914,3,447.7,29.0576
394,3886039812,65514293,1,23.0,15.6464
395,3886039812,65602991,1,2455.8,15.6464
396,331367190,1129141037,1,48.8,11.176
397,331367190,65417076,2,34.5,11.176
398,2763015017,313114066,5,15.8,20.1168
399,2763015020,2763015018,2,15.8,17.8816
400,2763015020,656597196,2,138.1,22.352
401,2763015018,2763015017,3,12.9,22.352
402,2763015018,283228987,2,57.0,17.8816
403,600231868,65427879,1,15.7,8.9408
404,600231868,600231772,3,3314.0,11.176
405,1012942397,1196840150,1,84.3,11.176
406,1012942397,1196840126,2,64.1,17.8816
407,1358972501,671080999,3,39.0,11.176
408,1358972501,1358972503,3,13.4,20.1168
409,2532329047,1416584884,3,1192.5,17.8816
410,2532329047,658946144,1,60.9,11.176
411,1358972503,257878957,3,15.5,11.176
412,1358972503,344593613,2,83.5,20.1168
413,311445589,246008817,2,419.5,22.352
414,311445589,65667136,3,314.9,29.0576
415,4594878577,4594878588,3,5.7,11.176
416,4594878579,4594878582,3,8.4,11.176
417,4594878579,57866602,3,143.0,20.1168
418,4594878582,4594878585,3,8.4,11.176
419,4594878585,627287309,3,20.6,11.176
420,4594878585,4594878577,3,8.4,11.176
421,4594878588,627287326,2,35.4,8.9408
422,4594878588,4594879593,3,8.5,11.176
423,1588611232,2890273238,2,22.8,8.9408
424,1588611232,1372758069,3,423.1,20.1168
425,1588611241,1588611232,3,13.4,20.1168
426,1588611241,658941548,2,1087.1,15.6464
427,29378879,29523971,1,148.3,8.9408
428,29378879,29381096,1,300.3,8.9408
429,29378879,29409977,1,144.5,8.9408
430,204491373,204495228,1,430.3,22.352
431,204491373,204816201,3,253.9,11.176
432,448809689,281367796,3,15.9,15.6464
433,448809689,343269909,2,412.0,11.176
434,448809699,448809689,3,23.1,15.6464
435,448809699,448801432,3,574.8,15.6464
436,3682618161,3682618171,1,17.1,11.176
437,3682618161,53074424,1,480.5,11.176
438,3682618162,53074422,1,51.0,11.176
439,3682618162,53118965,1,70.8,11.176
440,3682618162,53025172,1,401.0,11.176
441,3682618171,3682618161,1,17.1,11.176
442,3682618171,53074422,1,40.0,11.176
443,3682618171,3682618176,1,48.9,11.176
444,3682618176,53074422,1,40.8,8.9408
445,3682618176,53118961,1,224.7,8.9408
446,461392857,182404990,2,169.3,22.352
447,461392857,2299420102,2,119.2,8.9408
448,4594879593,4594878579,3,14.1,11.176
449,3729805119,2310525409,4,290.3,20.1168
450,2559594425,2906019703,1,102.9,11.176
451,2559594425,53124744,2,92.2,11.176
452,2559594425,53067245,2,457.7,11.176
453,2559594483,826985427,3,923.7,11.176
454,1711296815,2480394580,3,56.6,11.176
455,1711296815,1712572378,1,296.5,11.176
456,3729805734,3729805119,4,32.1,20.1168
457,3729805734,3729805119,1,58.1,13.4112
458,29381096,29378879,1,300.3,8.9408
459,29381096,529152017,1,70.9,8.9408
460,29381096,29381137,1,384.0,8.9408
461,29381097,29523973,1,12.8,8.9408
462,29381097,29381103,2,196.8,8.9408
463,29381097,29409977,1,147.8,8.9408
464,29381103,29524011,1,12.6,8.9408
465,29381103,26381624,1,147.8,8.9408
466,29381104,29381105,1,157.4,8.9408
467,29381104,26381624,1,168.4,8.9408
468,29381104,29381145,1,256.3,8.9408
469,29381104,29409977,1,447.2,8.9408
470,29381105,29381104,1,157.4,8.9408
471,29381105,29523969,1,145.3,8.9408
472,29381105,29381146,1,257.6,8.9408
473,29381107,1909328060,1,140.6,8.9408
474,29381107,29381108,2,214.0,8.9408
475,29381108,1706628624,2,88.0,8.9408
476,29381108,65444507,1,141.3,8.9408
477,220221941,26506813,4,472.9,29.0576
478,220221941,65381662,1,815.8,22.352
479,29381129,529142061,1,28.8,11.176
480,29381129,29381137,1,455.4,8.9408
481,29381129,29544683,1,41.5,8.9408
482,29381129,29544687,1,74.3,11.176
483,29381137,29381096,1,384.0,8.9408
484,29381137,29381129,1,455.4,8.9408
485,29381137,1909328060,1,184.6,8.9408
486,29381145,29381146,1,149.7,8.9408
487,29381145,26381623,1,163.7,8.9408
488,29381145,29524002,1,105.9,8.9408
489,29381145,29381104,1,256.3,8.9408
490,29381146,29381145,1,149.7,8.9408
491,29381146,29524009,1,154.0,8.9408
492,29381146,29381105,1,257.6,8.9408
493,29381146,29524003,1,215.1,8.9408
494,1344295730,1089694340,2,53.2,20.1168
495,1344295730,3971966435,1,532.8,22.352
496,704664420,65511532,4,1549.8,29.0576
497,157307775,1935652905,3,179.2,29.0576
498,5049963582,5049963585,1,58.0,8.9408
499,5049963582,239482340,2,1374.7,8.9408
500,5049963585,5049963582,1,43.7,8.9408
501,5049963585,5049963582,1,58.0,8.9408
502,5049963585,53092455,1,820.8,8.9408
503,157308015,708160678,1,123.2,11.176
504,157308015,708160091,3,74.9,15.6464
505,369936753,4952164552,1,70.0,20.1168
506,369936753,369936148,5,48.4,22.352
507,2260751754,905972023,2,18.7,8.9408
508,369936755,4549966665,4,813.7,20.1168
509,4065351169,4065351164,1,46.3,11.176
510,4065351169,65582527,3,221.8,11.176
511,4065351171,65582535,2,12.3,20.1168
512,4065351171,4065351169,3,112.1,11.176
513,4065351172,4065351171,3,11.0,11.176
514,4065351172,2333200704,2,215.8,20.1168
515,4065351175,4065351176,1,12.7,11.176
516,4065351175,4065351181,3,411.0,11.176
517,4065351176,4065351175,1,12.7,11.176
518,4065351176,4065351172,3,332.9,11.176
519,4065351181,1768292374,3,166.4,11.176
520,4065351181,4065351186,1,32.2,11.176
521,4065351186,4065351176,3,439.5,11.176
522,207640137,207640173,1,254.0,22.352
523,207640137,256892784,4,989.7,24.5872
524,5261776459,369888140,1,416.1,22.352
525,5261776459,1298999088,5,312.3,29.0576
526,207640173,65460110,2,332.3,22.352
527,207640173,207640216,1,236.5,22.352
528,207640216,207640310,1,102.0,22.352
529,4065351392,1768291853,3,370.2,11.176
530,4065351394,65549938,1,541.7,22.352
531,4065351394,4065351392,3,122.8,11.176
532,207640310,65356509,1,137.1,22.352
533,207640310,441802331,1,208.5,22.352
534,5334128536,5334128538,3,250.9,24.5872
535,5334128538,65381269,1,666.1,22.352
536,5334128538,5334144477,2,432.6,24.5872
537,5148530596,3641133462,1,9.5,8.9408
538,5148530596,65427688,2,234.4,8.9408
539,246437952,65615503,3,140.2,11.176
540,246438004,65395153,1,553.7,22.352
541,246438004,246574439,2,913.1,22.352
542,246438140,65500720,3,182.1,15.6464
543,246438180,2901362279,3,10.9,11.176
544,246438180,1110000979,1,22.1,13.4112
545,246438180,286123490,1,41.9,13.4112
546,246438202,65519292,1,23.0,13.4112
547,246438202,246438180,3,111.4,11.176
548,246438223,311445589,3,377.8,29.0576
549,204495228,52991608,2,468.8,29.0576
550,3958397386,1676696061,1,9.6,11.176
551,3958397386,3958397388,3,140.7,11.176
552,3958397386,53087004,2,841.7,11.176
553,3958397388,53074960,1,8.9,8.9408
554,3958397388,53087004,1,964.8,8.9408
555,3958397388,2230688682,4,807.6,11.176
556,3958397394,1683572109,1,13.2,11.176
557,3958397394,1676696061,2,617.7,11.176
558,1676696061,3958397386,1,9.6,11.176
559,1676696061,3958397394,2,617.7,11.176
560,1080056454,323497482,4,1874.5,26.8224
561,4604320479,293561038,1,522.9,8.9408
562,189815672,189815682,1,15.8,11.176
563,189815672,1027196136,3,424.5,20.1168
564,189815672,663942598,1,141.8,11.176
565,189815682,1107767661,2,40.7,11.176
566,189815682,189815672,1,15.8,11.176
567,189815682,286887844,3,218.0,20.1168
568,5073034629,905094824,2,16.1,8.9408
569,1646288477,91096270,1,772.1,11.176
570,1646288477,91053293,1,1618.0,11.176
571,1646288477,862782890,1,1675.3,8.9408
572,423649001,1832574902,2,13.0,8.9408
573,423649001,1832574809,2,1288.4,8.9408
574,293625602,322653582,3,14.6,13.4112
575,423649025,1832574778,2,13.0,8.9408
576,2860539966,65471383,2,37.8,15.6464
577,2860539966,65541138,2,599.7,15.6464
578,2860539966,2860539995,1,61.0,13.4112
579,2860539967,189707433,1,37.1,11.176
580,2860539967,65464277,1,168.3,11.176
581,2860539968,2860539996,1,56.3,13.4112
582,2860539968,189707465,2,35.0,11.176
583,2860539969,65637145,1,325.6,11.176
584,2860539993,2860539967,1,56.1,13.4112
585,2860539993,189707433,4,35.3,15.6464
586,2860539994,2860539969,1,57.0,13.4112
587,2860539994,1846012631,4,38.2,15.6464
588,2860539996,2860539997,3,464.3,15.6464
589,2860539997,2860539966,1,57.4,13.4112
590,2860539997,65471383,4,40.3,15.6464
591,2860539998,2860540918,1,61.5,13.4112
592,2860539998,189707455,4,39.7,15.6464
593,2860539999,189707422,3,193.8,15.6464
594,2860540000,2860539998,3,463.7,15.6464
595,2860539995,282813360,3,314.4,15.6464
596,5797601427,5797601431,1,5.4,8.9408
597,5797601427,5797601426,1,33.5,8.9408
598,5797601427,65425973,1,241.7,8.9408
599,5797601426,5797601427,1,33.5,8.9408
600,5797601428,5797601431,1,38.0,8.9408
601,5797601432,2282711078,1,250.6,8.9408
602,423649493,5040098252,2,12.3,8.9408
603,1313890609,1332033080,2,26.3,11.176
604,1313890609,53041341,1,148.3,11.176
605,1313890628,1332033121,2,41.8,11.176
606,1313890628,53041324,1,202.6,11.176
607,2099274391,2099274393,1,66.4,11.176
608,2099274391,255480456,3,56.2,11.176
609,2099274393,53087243,3,174.0,11.176
610,2860540901,1846012670,4,39.0,15.6464
611,2860540901,2860540919,1,79.1,13.4112
612,2860540917,2860539999,1,57.7,13.4112
613,2860540917,1846012682,2,33.2,11.176
614,2860540918,4664717693,1,24.2,11.176
615,2860540919,1846012670,2,60.0,15.6464
616,2860540919,2860540000,1,80.0,13.4112
617,2860540919,65471401,2,604.0,15.6464
618,2860540921,26374415,1,51.9,13.4112
619,2860540925,3633625324,1,14.2,20.1168
620,2860540925,2860540921,1,55.5,13.4112
621,3957351462,268006663,1,8.9,13.4112
622,3957351462,250043871,1,176.4,22.352
623,3957351462,250043922,1,133.3,13.4112
624,3972031570,307624824,3,1353.5,23.24608
625,293626968,258965613,3,84.0,13.4112
626,293626968,1723738998,1,78.4,8.9408
627,220226948,706934715,3,1457.8,29.0576
628,220226948,65385555,2,530.9,22.352
629,220226963,331734548,1,202.3,15.6464
630,220226963,331741674,2,35.0,11.176
631,704669190,704664420,4,877.5,29.0576
632,704669190,410832753,2,453.4,22.352
633,318793256,338888833,1,17.9,8.9408
634,318793256,2270488230,4,640.5,13.4112
635,662726277,65467606,1,250.2,8.9408
636,242247479,52982322,3,27.6,13.4112
637,242247479,242197026,2,44.0,22.352
638,26240871,32331540,2,140.6,22.352
639,26240871,26240873,1,81.2,20.1168
640,26240873,32331540,1,110.2,20.1168
641,26240873,1027196140,1,164.9,13.4112
642,26240920,33375254,1,15.1,8.9408
643,26240920,26029097,2,118.5,15.6464
644,311453638,1102406200,1,237.9,11.176
645,311453638,152344977,3,16.2,11.176
646,247491320,231090846,2,85.1,8.9408
